DATE,APPEARANCE,ACCOMPANY,,,,
2014.10.17,김책공업종합대학 교육자살림집 현지지도,"최룡해,한광상",,,,
2014.10.14,위성과학자주택지구 및 국가과학원 자연에너지연구소 시찰,"황병서,최태복,최룡해,한광상,김정관",,,,
2014.09.03,모란봉악단 공연 관람,"리설주,황병서,김기남,최룡해,김양건,김여정,리재일",,,,
2014.08.31,10월8일공장 현지지도,"황병서,한광상,홍영칠,김정관",,,,
2014.08.30,군인들과 기념촬영,"황병서,리영길,변인선,오금철,리병철,김명식,방관복,장동운,박태수",,,,
2014.08.28,강하 및 대상물 타격훈련 지도,"황병서,리영길,변인선,오금철,리병철,방관복,장동운",,,,
2014.08.24,인민군 11월2일공장 현지지도,"황병서,서홍찬,한광상",,,,
2014.08.20,완공된 조선인민군 제621호 육종장 현지지도,"황병서,김정관",,,,
2014.08.18,연풍과학자휴양소건설장 현지지도,"황병서,마원춘,김정관",,,,
2014.08.15,갈마식료공장 현지지도,한광상,,,,
2014.08.15,전술로케트탄 시험발사 지도,"황병서,리영길,변인선,박정천,홍영칠",,,,
2014.08.13,평양육아원 애육원 건설장 현지지도,"황병서,한광상,마원춘",,,,
2014.08.13,김책공업종합대학 교육자살림집 건설장 현지지도,"황병서,한광상,마원춘",,,,
2014.08.12,국가종합팀 여자축구 검열경기 지도,"황병서,최룡해",,,,
2014.08.10,남자 배구경기 관람,,,,,
2014.08.10,전동렬이 사업하는 기계공장 현지지도,"황병서,리병철,한광상,조춘룡,홍영칠,장창하",,,,
2014.08.07,평양양말공장 현지지도,"리재일,한광상",,,,
2014.08.05,천지윤활유공장 현지지도,"황병서,리재일,한광상",,,,
2014.08.03,천리마타일공장 현지지도,"황병서,리재일,한광상,김정관",,,,
2014.07.28,인민군 장병들과 함께 공훈국가합창단 공연 관람,"황병서,리영길,현영철,변인선,서홍찬,박영식,렴철성,조경철",,,,
2014.07.27,인민군 지휘성원들과 함께 조국해방참전열사묘를 찾아 경의표시,"황병서,리영길,현영철",,,,
2014.07.27,"정전협정체결(조국해방전쟁승리, 7.27)61주년 즈음 열린 4.25팀과 압록강팀의 남자배구경기 관람","황병서,오금철,윤동현,박정천,최룡해,리재일,한광상,김영훈,리종무",,,,
2014.07.27,"정전협정체결(조국해방전쟁승리, 7.27)61주년즈음 금수산 태양궁전 참배","황병서,리영길,현영철,변인선,서홍찬,박영식,렴철성,조경철",,,,
2014.07.26,인민군 전략군의 로케트 발사시험 또다시 현지지도,"황병서,리영길,윤동현,리병철,오금철,박정천",,,,
2014.07.26,원산구두공장 현지지도,"황병서,리재일,한광상",,,,
2014.07.24,고산과수농장 현지지도,"황병서,리재일,한광상",,,,
2014.07.20,국가종합팀 남자축구 검열경기 지도,"최룡해,김양건,황병서,리영길,현영철",,,,
2014.07.18,군 예술선전대 공연 지도,,,,,
2014.07.18,성천강그물공장과 수지관직장 현지지도,"황병서,한광상,마원춘",,,,
2014.07.17,천아포수산연구소  현지지도,"황병서,한광상",,,,
2014.07.15,포실탄사격훈련 지도,"황병서,리영길,서홍찬,박정천",,,,
2014.07.15,민경초소 등 시찰,"황병서,리영길,서홍찬,박정천",,,,
2014.07.11,평양 국제비행장 항공역사 건설장 현지지도,"황병서,마원춘",,,,
2014.07.10,고 전병호 빈소 방문,"황병서,리영길,현영철,박도춘,윤동현,조춘룡,주규창,최춘식",,,,
2014.07.10,전술로켓발사훈련 현지지도,"황병서,박정천,윤동현,홍영칠",,,,
2014.07.08,김일성 사망 20주기 중앙추모대회 참석,,,,,
2014.07.08,금수산태양궁전 참배,"황병서,리영길,현영철,변인선,서홍찬,박영식,렴철성,조경철",,,,
2014.07.07,동해안 웅도방어대 시찰,"황병서,박정천",,,,
2014.07.06,송도원 국제소년단야영소 현지지도,"한광상,마원춘,김여정",,,,
2014.07.05,섬 상륙전투훈련 지도,"황병서,리영길,변인선",,,,
2014.07.02,해군 지휘관들의 수영 능력 판정훈련 지도,"황병서,변인선,박정천",,,,
2014.07.01,화도방어대 시찰,"황병서,박정천",,,,
2014.06.30,전술로케트 발사훈련 지도,황병서,,,,
2014.06.29,갈마식료공장 현지지도,한광상,,,,
2014.06.27,초정밀화된 전술유도탄 시험발사 지도,"황병서,변인선,박정천,홍영칠",,,,
2014.06.25,"평양육아원, 애육원 건설현장 현지지도","한광상,마원춘",,,,
2014.06.20,5월1일경기장 개건현장 현지지도,"황병서,최룡해,한광상,마원춘,김정관",,,,
2014.06.20,위성과학자거리 건설장 현지지도,"황병서,최룡해,한광상,마원춘,김정관",,,,
2014.06.18,김정일 당사업 개시 50돌 경축  중앙보고대회 참석,,,,,
2014.06.16,해군 제 167군부대 시찰,"황병서,변인선",,,,
2014.06.14,인민군 제863군부대 시찰,황병서,,,,
2014.06.13,여도방어대 시찰,"황병서,변인선,최룡해,한광상",,,,
2014.06.10,기상수문국 현지지도,"황병서,최태복,최룡해,한광상,리재일",,,,
2014.06.10,남새전문 협동농장 현지지도,"황병서,최룡해,한광상",,,,
2014.06.07,만경대 혁명학원 방문,"황병서,최룡해,한광상,마원춘",,,,
2014.06.05,대동강 과수종합농장과 대동강 과일종합가공공장 시찰,"리설주,박봉주,황병서,리재일,최휘",,,,
2014.06.02,급강하 물미끄럼대 관람,"황병서,최태복,최룡해,마원춘",,,,
2014.06.02,쑥섬개발사업 현지지도,"황병서,최태복,최룡해,마원춘",,,,
2014.06.02,평양 애육원 방문,황병서,,,,
2014.05.31,만경대학생소년궁전 시찰,"최룡해,리일환,한광상,마원춘",,,,
2014.05.29,과학자휴양소건설장 시찰,"황병서,변인선,마원춘",,,,
2014.05.28,용문술공장 현지지도,"황병서,서홍찬,한광상",,,,
2014.05.27,허철용이 사업하는 기계공장 현지지도,"윤동현,홍영칠,마원춘",,,,
2014.05.26,대관유리공장 현지지도,"황병서,장정남,변인선,윤동현,박정천,홍영칠",,,,
2014.05.25,천마전기기계공장 현지지도,"황병서,장정남,변인선,윤동현,박정천,홍영칠",,,,
2014.05.21,김책공업종합대학 교육자살림집 건설장 시찰,"최태복,마원춘",,,,
2014.05.20,모란봉악단 축하공연 관람,"리설주,황병서,김기남,최태복,최룡해,김여정",,,,
2014.05.19,대성산종합병원 시찰,"리설주,황병서,마원춘",,,,
2014.05.16,활쏘기경기 관람,"황병서,변인선,박영식,렴철성,조경철,김영철,오금철,박정천,마원춘",,,,
2014.05.16,남자 축구경기 관람,"황병서,변인선,박영식,렴철성,조경철,김영철,오금철,박정천,마원춘",,,,
2014.05.14,항공 및 반항공군 제447군부대 시찰,"황병서,렴철성,조경철,윤동현,홍영칠,마원춘",,,,
2014.05.14,1월18일기계종합공장 방문,"황병서,렴철성,윤동현,홍영칠,마원춘",,,,
2014.05.10,전투비행술경기대회 지도,"리설주,황병서,변인선,서홍찬,조경철,윤동현,리병철,김영철,오금철,박정천,장동운",,,,
2014.05.06,군인건설자들과 기념사진 촬영,"황병서,장정남,김정관",,,,
2014.05.03,인민군 제267부대 군인건설자들과 기념사진 촬영,"황병서,로경준,김진근",,,,
2014.05.02,"전국소년 축구경기대회 결승경기, 모란봉악단 축하공연 및 축포발사 관람","황병서,김기남,최태복,최룡해,한광상,리일환,최휘,마원춘,김여정,전용남",,,,
2014.05.02,송도원국제소년단야영소 준공식 참석,"황병서,김기남,최태복,최룡해,한광상,리일환,최휘,마원춘,김여정,전용남",,,,
2014.04.30,김정숙평양방직공장 노동자합숙소 시찰,"황병서,박영식,마원춘",,,,
2014.04.27,장거리 포병구분대 포사격훈련 지도,"황병서,리영길,장정남",,,,
2014.04.27,당 중앙군사위원회 확대회의 진행,,,,,
2014.04.26,제681군부대 관하 포병구분대 포사격훈련 지도,윤동현,,,,
2014.04.24,제851군부대 산하 여성 방사포병구분대 포사격훈련 지도,,,,,
2014.04.22,1월8일수산사업소 시찰,"장정남,서홍찬,한광상,황병서,리재일,김병호,마원춘",,,,
2014.04.22,항공 및 반항공군 제 188군부대 비행훈련지도,"장정남,서홍찬,한광상,황병서,리재일,김병호,마원춘",,,,
2014.04.21,송도원 국제소년단야영소 시찰,"장정남,서홍찬,한광상,황병서,마원춘",,,,
2014.04.20,비행사대회 참가자들과 기념촬영,"리영길,장정남,서홍찬,황병서,리병철,장동운",,,,
2014.04.20,모란봉악단 공연 관람,"리설주,리영길,장정남,서홍찬,황병서,리병철,장동운,김여정",,,,
2014.04.20,조선인민군 제1차 비행사대회 진행,"리영길,장정남,서홍찬,황병서,리병철,장동운",,,,
2014.04.15,금수산태양궁전 방문,"최룡해,리영길,장정남,김원홍,최부일,변인선,서홍찬,박영식,김동화",,,,
2014.04.11,최고인민회의 제 13기 대의원들과 기념촬영,"김영남,박봉주,최룡해,리영길,장정남,최을설,김철만,김기남,최태복,양형섭,최영림,리용무,박도춘,강석주,김원홍",,,,
2014.04.09,최고인민회의 제 13기 제 1차 회의 진행,"김영남,박봉주,최룡해,리영길,장정남,김기남,최태복,박도춘,양형섭,최영림,강석주,리용무,김원홍,최부일,김양건,김평해,곽범기,오수용,로두철,조연준,태종수,김영태",,,,
2014.04.09,당 중앙위 정치국 회의 진행,,,,,
2014.04.07,여자축구 경기 관람,"최룡해,리영길,장정남,김수길,김동화,조경철,김영철,리병철,김명식,장동운,박태수,윤정린,한광상,황병서,리재일,박태성,김승연",,,,
2014.04.06,남자축구 경기 관람,"리영길,장정남,변인선,김수길,오금철,노광철,조경철,리병철,김명식,장동운,윤정린,한광상,황병서,리재일,박태성,김승연",,,,
2014.04.02,백두산 전적지 답사행군에 참가한 군 연합부대 지휘관들과 담화,"최룡해,장정남,변인선,서홍찬,윤동현,리병철,김영철,박정천",,,,
2014.04.02,양강도 순회공연 예정인 모란봉악단 공연 관람,"최룡해,리영길,장정남,변인선,서홍찬,김수길,김명식,박태수,김영철,조경철,한광상",,,,
2014.03.23,모란봉악단 공연 관람,"리설주,최룡해,장정남,변인선,서홍찬,김수길,김영철,조경철,리병철,김기남,박도춘,김평해,한광상,김경옥,리재일,김병호,김여정",,,,
2014.03.22,"류경구강병원, 옥류아동병원 현지지도","최태복,한광상,황병서,리재일",,,,
2014.03.20,강태호가 사업하는 기계공장 현지지도,"한광상,황병서,홍영칠",,,,
2014.03.19,김정숙해군대학과 김책항공군대학 교직원들의 사격경기 지도,"최룡해,리영길,장정남,변인선,서홍찬,김수길,김명식,리병철,김영철,조경철,박태수,장동운,한광상,황병서",,,,
2014.03.17,당중앙 군사위원회 확대회의 진행,,,,,
2014.03.17,모란봉악단 공연 관람,"최룡해,리영길,장정남,김원홍,최부일,한광상,김경옥,황병서,홍영칠,마원춘,김여정",,,,
2014.03.17,제188군부대 비행훈련 지도,"최룡해,리영길,장정남,김원홍,최부일,한광상,김경옥,황병서,홍영칠,마원춘",,,,
2014.03.17,인민군 지휘성원들의 사격경기 지도,,,,,
2014.03.12,새로 개건하고 있는 중앙동물원 방문,"한광상,리재일,황병서,마원춘",,,,
2014.03.12,군사학교 교직원들의 사격경기 지도,"최룡해,장정남,변인선,서홍찬,김수길,김영철,조경철,황병서",,,,
2014.03.11,조선인민군 예술선전대 공연관람,"최룡해,장정남,서홍찬,김수길,조경철,황병서",,,,
2014.03.09,김일성정치대학 방문 및 대의원 선거 투표,"최룡해,김경옥,황병서,김여정",,,,
2014.03.07,인민군 항공 및 반항공군 제2620군부대 비행훈련 지도,"최룡해,장정남,윤동현,리병철,박정천,한광상,황병서,홍영칠,마원춘",,,,
2014.03.03,평양약전기계공장 현지지도,"강관일,황병서,홍영칠",,,,
2014.02.26,당 제8차 사상일꾼대회 참가자들과 사진촬영,"김기남,최태복,김평해,곽범기,김창섭,조연준,김경옥,리재일,최휘,황병서,동영일",,,,
2014.02.26,당 제8차 사상일꾼대회 폐막식 참석,,,,,
2014.02.24,송도원 국제소년단야영소 시찰,"한광상,황병서,마원춘,전용남",,,,
2014.02.23,1월8일수산사업소 건설장 시찰,"한광상,황병서,마원춘",,,,
2014.02.20,인민군 11월2일공장 현지지도,"서홍찬,황병서",,,,
2014.02.18,군인들의 체육경기 관람,"리설주,리영길,장정남,서홍찬,김명식,리병철",,,,
2014.02.18,공훈국가합창단 공연관람,"리설주,리영길,장정남,변인선,서홍찬",,,,
2014.02.16,금수산태양궁전 방문,"최룡해,리영길,장정남,변인선,서홍찬,김수길,렴철성",,,,
2014.02.15,김정일 생일 경축 중앙보고대회 개최,,,,,
2014.02.15,노농적위군 지휘성원 열성자회의 참가자들과 기념사진,"최부일,오일정",,,,
2014.02.12,경기용총탄공장과 메아리사격관 방문,"최부일,마원춘",,,,
2014.02.10,전국 농업부문 분조장대회 참가자들과 기념촬영,"김기남,최태복,김평해,곽범기,조연준,리재일,리철만",,,,
2014.02.04,"평양시 육아원, 애육원 방문","김평해,리재일,박태성,황병서,마원춘",,,,
2014.01.28,조선인민군 제323군부대 군인들과 기념사진 촬영,"리영길,김수길,리병철,황병서",,,,
2014.01.23,군 제323군부대 전술훈련 지도,"리영길,김수길,리병철,김영철,박정천,황병서",,,,
2014.01.23,마두산혁명전적지 시찰,"황병서,마원춘,김영철,박정천",,,,
2014.01.20,군 항공육전병구분대들 야간훈련 지도,"최룡해,리영길,장정남,변인선,김격식,김수길,리병철,박정천,황병서",,,,
2014.01.17,조선인민군 군악단 연주회 지도,"최룡해,리영길,김수길,렴철성,최휘,황병서",,,,
2014.01.15,국가과학원 현지지도,"최태복,한광복,리재일,박태성,황병서,마원춘",,,,
2014.01.12,인민군 제534군부대 지휘부 시찰,"최룡해,김경옥,황병서",,,,
2014.01.08,美 NBA 이전 선수들과 북한 선수들의 농구경기 관람,"리설주,박봉주,최룡해,강석주",,,,
2014.01.07,수산물 냉동시설 시찰,"최룡해,서홍찬,박정천,조남진,황병서,김병호",,,,
2014.01.01,금수산태양궁전 방문,"리설주,김영남,박봉주,최룡해,리영길,장정남,김기남,최태복,박도춘,김영춘,양형섭,강석주,김원홍",,,,
2014.01.01,2014년 새해 신년사 발표,,,,,
2013.12.31,마식령스키장 시찰,"최룡해,리영길,장정남,강석주,김양건,한광상,전일춘,리재일,박태성,김병호,마원춘,박명철",,,,
2013.12.28,인민군 초병대회 참가자들과 함께 기념사진 촬영,"최룡해,김원홍,김경옥,황병서",,,,
2013.12.28,"인민군 초병대회 참가자들과 함께 인민군 제3168군부대, 제695군부대 군인들의 격술훈련 참관","최룡해,김원홍,김경옥,황병서",,,,
2013.12.27,군 수산부문 열성자회의 참가자들과 기념촬영,"최룡해,리영길,장정남",,,,
2013.12.27,군 수산부문 모범적 일꾼들에 대한 `당 및 국가표창 수여식` 참석,"최룡해,리영길,장정남",,,,
2013.12.25,조선인민군 제526대연합부대 지휘부 방문 및 장병들 축하,"최룡해,리영길,장정남,서홍찬,김수길,박정천,박태성,김동화",,,,
2013.12.24,금수산태양궁전 방문,"최룡해,리영길,장정남,변인선,서홍찬,김수길,렴철성",,,,
2013.12.17,금수산태양궁전 방문,"리설주,김영남,박봉주,최룡해,리영길,장정남,김기남,최태복,박도춘,김영춘,양형섭,강석주,김원홍",,,,
2013.12.17,김정일 사망 2주기 중앙 추모대회,,,,,
2013.12.16,고 김국태 빈소 방문,"최룡해,김기남,김원홍,김평해,리재일,황병서,마원춘",,,,
2013.12.16,8월25일수산사업소 현지지도,"황병서,마원춘",,,,
2013.12.15,마식령스키장 현지지도,"황병서,마원춘",,,,
2013.12.14,조선인민군 설계연구소 현지지도,"최룡해,장정남,황병서",,,,
2013.12.09,중앙위 정치국 확대회의,,,,,
2013.11.30,삼지연 혁명전적지 방문,"김원홍,김양건,한광상,박태성,황병서,김병호,홍영칠,마원춘",,,,
2013.11.30,삼지연군 여러부문사업 현지지도,"김원홍,김양건,한광상,박태성,황병서,김병호,홍영칠,마원춘",,,,
2013.11.30,항공 및 반항공군 제991군부대 방문,"최룡해,김영철,황병서",,,,
2013.11.27,평양건축종합대학 현지지도,"박봉주,최태복,리재일,최휘,마원춘",,,,
2013.11.21,군 제2차 보위일꾼대회 참가자들과 기념촬영,"최룡해,김원홍,김수길,렴철성,조경철,황병서",,,,
2013.11.21,군 제2차 보위일꾼대회 참가자들과 공훈국가합창단 공연 관람,"최룡해,김원홍,김수길,렴철성,조경철,황병서",,,,
2013.11.21,조선인민군 제2차 보위일꾼대회 참석,"최룡해,김원홍,김수길,렴철성,조경철",,,,
2013.11.20,김일성군사종합대학에 새로 건설하고 있는 김정일군사연구원 시찰,"최룡해,장정남,황병서,마원춘",,,,
2013.11.16,조선인민군 제354호 식료공장 현지지도,"최룡해,장정남,서홍찬,황병서",,,,
2013.11.16,만경봉체육단의 축구훈련장 시찰,"최룡해,리영길,장정남,한광상,황병서,마원춘",,,,
2013.11.14,전국과학자기술자대회 참가자들과 기념촬영,"박봉주,최태복,오극렬,곽범기,문경덕,로두철,김용진,한광복",,,,
2013.11.12,인민군 11월2일 공장 현지지도,"최룡해,황병서",,,,
2013.11.11,군 제4차 적공일꾼 열성자회의 참가자들과 기념촬영,"최룡해,리영길,장정남,변인선,김수길,렴철성",,,,
2013.11.08,조명록사망 3돌즈음 인민무력부혁명사적관 &#39;최고사령관과 전우관&#39; 방문,"최룡해,김수길,렴철성,리재일,황병서",,,,
2013.11.02,마식령스키장 건설장 방문,"최룡해,렴철성,황병서,김동화,홍영칠,마원춘,조남진",,,,
2013.11.01,선박공장 현지지도,최룡해,,,,
2013.11.01,전투임무 수행중에 희생된 조선인민군 해군 용사들 묘 방문,"최룡해,렴철성,김명식,황병서,김동화,홍영칠,마원춘,박태수,조남진",,,,
2013.10.30,제267군부대 군인건설자들과 기념촬영,,,,,
2013.10.30,제4차 중대장·중대정치지도원대회 참가자들과 함께 인민군 화력타격훈련 참관,"최룡해,리영길,장정남,변인선,김수길,렴철성,리병철,김영철,박정천,림광일,한광상,김경옥",,,,
2013.10.29,조선인민군 제4차 중대장·중대정치지도원대회 참가자들의 사격경기대회 지도,"최룡해,리영길,장정남",,,,
2013.10.27,군무자예술축전에 당선된 중대군인들의 공연 관람,"최룡해,리영길,장정남,김원홍,김창섭,변인선,서홍찬,김수길,렴철성,김영철,조경철,황병서",,,,
2013.10.25,군 제5차 중대장·중대정치지도원대회 참가자들과 &#39;모란봉악단·공훈국가합창단&#39; 합동공연 관람,"최룡해,리영길,장정남,김원홍,최부일",,,,
2013.10.25,군 제4차 중대장·중대정치지도원대회 참가자들과 기념촬영,"최룡해,리영길,장정남,김원홍,최부일",,,,
2013.10.25,군 제4차중대장·중대정치지도원대회진행,"최룡해,리영길,장정남,김원홍,김창섭,최부일",,,,
2013.10.20,미림승마구락부 시찰,"최룡해,마원춘",,,,
2013.10.15,모란봉악단과 공훈국가합창단 합동공연 관람,"최룡해,김기남,김격식",,,,
2013.10.15,러시아 21세기관현악단 공연 관람,"리설주,김기남",,,,
2013.10.13,미림승마구락부 시찰,"최룡해,마원춘",,,,
2013.10.13,문수물놀이장 시찰,"최룡해,마원춘",,,,
2013.10.13,김정숙평양방직공장 현지지도,"박봉주,백계룡,박명순,안정수",,,,
2013.10.11,전투함정들 시찰 및 기동훈련 지도,"리영길,김명식,주규창,홍영칠",,,,
2013.10.10,리설주와 함께 &#39;당 창건&#39; 68돌 경축 합동공연 관람,"리설주,박봉주,최룡해,장성택,리영길,장정남,김기남,최태복,박도춘,강석주,김원홍,김양건,김영일,김평해,곽범기,문경덕,최부일,조연준,태종수",,,,
2013.10.10,전국 도대항 체육경기 결승경기 관람,"리설주,박봉주,최룡해,장성택,김기남,박도춘,강석주,김원홍,김양건,김평해,문경덕,로두철,최부일,조연준,태종수",,,,
2013.10.10,금수산태양궁전 방문,"최룡해,리영길,장정남",,,,
2013.10.10,김일성종합대학 교육자살림집 준공식,"리설주,박봉주,김기남,최태복,문경덕,김용진,태형철,김태희",,,,
2013.10.08,조선인민군 제621호 육종장 현지지도,"최룡해,장정남,황병서,홍영칠",,,,
2013.10.08,일용품공장 현지지도와 공장현대화과업 제시,"리만건,홍영칠",,,,
2013.10.07,국가과학원 중앙버섯연구소 현지지도,"최룡해,최태복,리재일,박태성,황병서",,,,
2013.10.05,아동병원 건설장 시찰,"장성택,박춘홍,마원춘,허환철",,,,
2013.09.28,김일성종합대학 교육자살림집 건설장 현지지도,"최태복,마원춘,태형철,김태히",,,,
2013.09.24,5월1일경기장,"최룡해,장성택,로두철,리영수,박태성,마원춘,리종무",,,,
2013.09.23,구강병원 건설장 현지지도,"한광상,박태성,마원춘,허환철",,,,
2013.09.22,미림승마구락부 건설장 현지지도,"최룡해,장성택,박태성,마원춘",,,,
2013.09.22,문수물놀이장 건설장 현지지도,"최룡해,장성택,박태성,마원춘",,,,
2013.09.18,문수물놀이장 시찰,"박태성,마원춘",,,,
2013.09.15,역도선수권대회 경기 관람,"리설주,박봉주,최룡해,장성택,장정남,김기남,리영수",,,,
2013.09.14,입체율동영화관과 전자오락관들 시찰,"장성택,리재일,박춘홍,마원춘",,,,
2013.09.14,평양체육관 시찰,"장성택,리재일,마원춘",,,,
2013.09.09,조선인민내무군협주단 공연 관람,"리설주,박봉주,최룡해,장성택,리영길,김경희,김기남,최부일",,,,
2013.09.08,은하과학자거리 시찰,"박봉주,최룡해,김인식,최휘,박태성,홍영칠,마원춘",,,,
2013.09.06,로드맨과 담화 및 농구경기 관람,리설주,,,,
2013.09.03,월내도 방어대 시찰,"최룡해,리영길,장정남,박정천,박태성,황병서,마원춘",,,,
2013.09.03,룡연바닷가 양어사업소 현지지도,"최룡해,리영길,장정남,박정천,박태성,황병서,마원춘",,,,
2013.09.02,무도영웅방어대 시찰,"최룡해,리영길,장정남,박정천,박태성,황병서,마원춘",,,,
2013.09.02,장재도방어대 시찰,"최룡해,리영길,장정남,박정천,박태성,황병서,마원춘",,,,
2013.09.02,애국돌공장 현지지도,"최룡해,리영길,장정남,박정천,박태성,황병서,마원춘",,,,
2013.09.01,인민내무군협주단 공연 관람,"리설주,박봉주,장성택,김경희,김기남,김양건,최부일",,,,
2013.08.28,횃불컵 1급남자축구 결승경기 관람,"박봉주,최룡해,장성택,리영길,장정남,김경희,김기남,최태복,강석주,김양건,김평해,문경덕,로두철,조연준",,,,
2013.08.25,선군절 경축연회 참가,,,,,
2013.08.25,당중앙군사위원회 확대회의 주재,,,,,
2013.08.24,전투함선 기동훈련 지도,"윤동현,박정천,김명식,리병철,황병서,홍영칠,김병호",,,,
2013.08.20,인민군 과학기술전람관 시찰,"최룡해,장정남,리영길,윤동현",,,,
2013.08.17,인민군 제3404군부대 시찰,최룡해,,,,
2013.08.17,마식령스키장 건설장 현지지도,"최룡해,박태성,황병서,김병호,마원춘,전창복,김영철,오금철",,,,
2013.08.14,남자 축구경기 관람,"박봉주,최룡해,장성택,장정남,김경희,김기남,최태복,강석주,김원홍,김양건,김영일,김평해,곽범기,문경덕,로두철,최부일,조연준",,,,
2013.08.13,김일성종합대학 과학자살림집 건설장 방문,"최태복,리재일,박태성,마원춘",,,,
2013.08.10,5월11일공장 현지지도,"리재일,김병호",,,,
2013.08.09,문수물놀이장 건설장 시찰,"박태성,황병서,마원춘,김수길",,,,
2013.08.09,미림승마구락부 건설장 시찰,"박태성,황병서,마원춘,김수길",,,,
2013.08.07,과학자살림집 건설장 시찰,"최룡해,황병서,마원춘",,,,
2013.08.07,평양체육관 시찰,"최룡해,황병서,마원춘",,,,
2013.08.03,모란봉악단 공연 관람,"리설주,최룡해,김격식,장정남,리영길,문경덕,오일정,김경옥,김영철",,,,
2013.08.02,열병식 참가 전쟁노병들 지휘성원들과 기념사진 촬영,"최룡해,장정남,리영길,문경덕,오일정",,,,
2013.07.31,양궁경기 관람,"최룡해,장성택,김경희,강석주,리영수,리영길,박태성,황병서,김병호,김영훈,마원춘,김영철,오금철,리종무,리주봉,전용남",,,,
2013.07.31,2013년 동아시아컵 여자축구경기대회 참가 선수들 접견,"최룡해,장성택,김경희,강석주,리영수,리영길,박태성,황병서,김병호,김영훈,마원춘,김영철,오금철,리종무,리주봉,전용남",,,,
2013.07.31,남자축구경기 관람,"최룡해,장성택,김경희,강석주,리영수,리영길,박태성,황병서,김병호,김영훈,마원춘,김영철,오금철,리종무,리주봉,전용남",,,,
2013.07.30,전쟁노병 대표들과 기념사진 촬영,"박봉주,최룡해,장성택,장정남,최태복,양형섭,리용무,오극렬,김원홍,최부일,리병삼,주규창,리을설,황순희,김철만",,,,
2013.07.30,해외동포들과 기념사진 촬영,"박봉주,최룡해,장성택,장정남,양형섭,김양건",,,,
2013.07.29,성흥혁명사적지 방문,"박봉주,최룡해,장성택,김격식,장정남,김경희,김원홍,김양건,최부일,리영길,김경옥,김영철,박정천,박태성,황병서,김병호,김계관",,,,
2013.07.29,중국인민지원군열사능원에 헌화,"박봉주,최룡해,장성택,김격식,장정남,김경희,김원홍,김양건,최부일,리영길,김경옥,김영철,박정천,박태성,황병서,김병호,김계관",,,,
2013.07.28,경축연회 참석,"최룡해,장성택,김경희,김기남,김영춘,강석주,김원홍,김양건,최부일",,,,
2013.07.27,축포야회 참석,"최룡해,김기남,김격식",,,,
2013.07.27,조국해방전쟁승리기념관 개관식 참석,"김영남,박봉주,최룡해,장성택,장정남,김격식,김경희,김기남,최태복,양형섭,강석주,김양건,김영일,김평해,곽범기,문경덕,조연준,김영춘,김원홍,최부일,김창섭,리병삼,로두철",,,,
2013.07.27,열병식 및 평양시 군중대회 참석,"김영남,박봉주,최룡해,장성택,장정남,김격식,김경희,김국태,김기남,최태복,최영림,양형섭,강석주",,,,
2013.07.27,금수산기념궁전 방문,"김영남,박봉주,최룡해,장성택,김격식,장정남,김경희,김기남,최태복,양형섭,김영춘,김원홍",,,,
2013.07.27,중앙보고대회 참석,"김영남,박봉주,최룡해,김영대",,,,
2013.07.27,방문 중인 각국 대표단 단장들과 만남,"김영남,박봉주,최룡해,장성택,김격식,장정남,김경희,김기남",,,,
2013.07.27,아리랑 공연 관람,"김영남,박봉주,최룡해",,,,
2013.07.25,중국 부주석 등 대표단 접견,김계관,,,,
2013.07.25,조국해방전쟁 참전 열사묘 준공식 참석,"박봉주,최룡해,장성택,김격식,장정남,김경희,김기남,최태복,김영춘,양형섭,강석주,김원홍,김양건,김영일,김평해,곽범기,문경덕,로두철,최부일,조연준",,,,
2013.07.24,시리아 대표단 접견,"김기남,김양건,김계관",,,,
2013.07.16,아동병원과 구강병원 방문,"박봉주,리재일,마원춘,허환철",,,,
2013.07.15,버섯공장 방문,"최룡해,장정남,전창복,한광상,김경옥,황병서,마원춘",,,,
2013.07.11,조국해방전쟁승리기념관 시찰,"박봉주,최룡해,김기남,최태복,김영일,김양건,김평해,곽범기,문경덕,한광상,리재일,박태성,조경철",,,,
2013.07.08,금수산기념궁전 방문,"박봉주,최룡해,장성택,김격식,김원홍,현철해,최부일,주규창,김경옥",,,,
2013.07.03,강동정밀기계공장 방문,"최룡해,황병서,홍영칠",,,,
2013.07.01,완공을 앞둔 조국해방전쟁승리기념관 시찰,"최휘,박태성,황병서,홍영칠,마원춘,윤동현,박정천,주도현",,,,
2013.07.01,완공단계에 이른 인민군열사 묘 시찰,"최휘,박태성,황병서,홍영칠,마원춘,윤동현,박정천,주도현",,,,
2013.07.01,과학자살림집건설장 시찰,"최휘,박태성,황병서,홍영칠,마원춘,윤동현,박정천,주도현",,,,
2013.06.30,인민군 제851군부대 포사격훈련 지도,"최룡해,리영길,박태성,황병서,홍영칠,윤동현,박정천,주도현,림광일",,,,
2013.06.29,신흥기계공장 방문,"최룡해,박태성,황병서,홍영칠,윤동현,박정천,주도현",,,,
2013.06.28,용성기계연합기업소 2월11일공장 방문,"박태성,황병서,홍영칠,윤동현",,,,
2013.06.23,모란봉악단 공연 관람,"최룡해,박태성,강관일,황병서,홍영칠,윤동현,박정천,김택구,류영섭",,,,
